location,address,city,county,latitude,longitude,type
White Oak Creek Greenway MacArthur Entrance ,White Oak Creek Greenway,Cary,"(Wake County, NC)",35.776316,-78.841817,Gym
In Memory of Kamryn ,101 YMCA Dr,Cary,"(Wake County, NC)",35.777018,-78.83522,Gym
Moore Square,201 S Blount St,Raleigh,"(Wake County, NC)",35.77751843,-78.63579154,Nest
Nash Square Park ,Nash Square Park,Raleigh,"(Wake County, NC)",35.7778347,-78.6423561,Trainer Spot
Pine Cone Trail Marker ,Black Creek Greenway,Cary,"(Wake County, NC)",35.779362,-78.825206,Gym
Cary Presbyterian Church ,614 Griffis St,Cary,"(Wake County, NC)",35.779568,-78.788792,Gym
Greenway Rules ,1308 Castalia Dr,Cary,"(Wake County, NC)",35.77963,-78.817523,Gym
Pullen Park,520 Ashe Ave,Raleigh,"(Wake County, NC)",35.77969352,-78.66371822,Nest
North Carolina State Capitol,1 W Edenton St,Raleigh,"(Wake County, NC)",35.78025586,-78.63929719,Nest
Pullen Park ,408 Ashe Ave,Raleigh,"(Wake County, NC)",35.78036,-78.66383,Trainer Spot
Fred G. Bond Metro Park,Black Creek Greenway,Cary,"(Wake County, NC)",35.78039032,-78.82512202,Nest
Bond Park Baseball Field 2 ,Pine Cone Trail,Cary,"(Wake County, NC)",35.780452,-78.821204,Gym
Good Shepherd United Church of Christ ,1050 NW Maynard Rd,Cary,"(Wake County, NC)",35.780812,-78.808176,Gym
White Oak Creek Trail Guide Post ,White Oak Creek Greenway,Cary,"(Wake County, NC)",35.781276,-78.830158,Gym
Fred G. Bond Bust ,Paw Paw Trail,Cary,"(Wake County, NC)",35.781321,-78.825858,Gym
Black Creek Greenway Trail Marker (near Battery Lake),Black Creek Greenway,Cary,"(Wake County, NC)",35.781746,-78.815539,Gym
Stained Glass Menagerie ,401-405 Faculty Ave,Cary,"(Wake County, NC)",35.782224,-78.781902,Gym
Bond Park White Oak Creek Greenway ,White Oak Creek Greenway,Cary,"(Wake County, NC)",35.78281,-78.826133,Gym
Brick Madonna ,60400 Black Creek Greenway,Cary,"(Wake County, NC)",35.78329,-78.810279,Gym
Bond Park Paw Paw Trail ,Bond Park Trail,Cary,"(Wake County, NC)",35.78404,-78.827657,Gym
Messenger ,308 S Academy St,Cary,"(Wake County, NC)",35.78427,-78.781334,Gym
Bond Park Community Center ,Paw Paw Trail,Cary,"(Wake County, NC)",35.784761,-78.824263,Gym
Korea Doorway ,757 High House Rd,Cary,"(Wake County, NC)",35.784859,-78.81945,Gym
High House Toilet Sign ,757 High House Rd,Cary,"(Wake County, NC)",35.785047,-78.819826,Gym
Free Expression Tunnel,Free Expression Tunnel,Raleigh,"(Wake County, NC)",35.78597849,-78.67171705,Habitat
The Red O ,611-663 NC-1616,Cary,"(Wake County, NC)",35.786122,-78.794032,Gym
Court of North Carolina,975 Current Dr,Raleigh,"(Wake County, NC)",35.78636579,-78.6666584,Nest
First Date ,200 S Academy St,Cary,"(Wake County, NC)",35.786516,-78.781399,Gym
Discovery ,200 S Academy St,Cary,"(Wake County, NC)",35.786524,-78.781918,Gym
Genesis United Methodist Church ,850 High House Rd,Cary,"(Wake County, NC)",35.787109,-78.825044,Gym
Solar Tree ,204 North Dixon Avenue,Cary,"(Wake County, NC)",35.787603,-78.788192,Gym
Jack Daniel ,301 N Harrison Ave,Cary,"(Wake County, NC)",35.788906,-78.783913,Gym
William Peace ,15 E Peace St,Raleigh,"(Wake County, NC)",35.78893,-78.637813,Gym
Cary Clock Tower ,4801 SW Cary Pkwy,Cary,"(Wake County, NC)",35.789113,-78.829307,Gym
Goodberrys Fountain ,2321-2325 NC-1613,Cary,"(Wake County, NC)",35.789606,-78.847438,Gym
Cornerstone Presbyterian Church ,Citrus Pl,Cary,"(Wake County, NC)",35.789658,-78.859873,Gym
Herbert Young Community Center ,101 Wilkinson Ave,Cary,"(Wake County, NC)",35.790088,-78.78046,Gym
The Backwards N ,1099-1239 High House Rd,Cary,"(Wake County, NC)",35.790624,-78.833333,Gym
Tree Man ,4216 NW Cary Pkwy,Cary,"(Wake County, NC)",35.790735,-78.827034,Gym
Stone Creek Circle ,Cornerstone Dr,Cary,"(Wake County, NC)",35.790856,-78.850897,Gym
Three Mounds ,1956-1998 Cameron St,Raleigh,"(Wake County, NC)",35.791152,-78.658875,Gym
Horse Head ,1677-1699 High House Rd,Cary,"(Wake County, NC)",35.791352,-78.846954,Gym
Rose Garden,2703 Everett Ave,Raleigh,"(Wake County, NC)",35.7915018,-78.66880681,Habitat
Jeremiah Mows Chatham Street ,725-749 State Rd 1011,Cary,"(Wake County, NC)",35.792085,-78.765053,Gym
Bradford Monument Sculpture ,2404 Davis Dr,Cary,"(Wake County, NC)",35.792153,-78.846623,Gym
Mordecai Spring Park ,915 Mordecai Dr,Raleigh,"(Wake County, NC)",35.792504,-78.634314,Gym
Union Bethel A.M.E. Church ,514 N Academy St,Cary,"(Wake County, NC)",35.792743,-78.780843,Gym
Andrew Johnson's Birthplace ,1001-1099 Wake Forest Rd,Raleigh,"(Wake County, NC)",35.792758,-78.63245,Gym
Red Bird ,701-751 Washington St,Raleigh,"(Wake County, NC)",35.792875,-78.64742,Gym
Methodist Orphanage ,913 Glenwood Ave,Raleigh,"(Wake County, NC)",35.792877,-78.646911,Gym
Prestonwood Country Club ,1498 High House Rd,Cary,"(Wake County, NC)",35.792888,-78.838093,Gym
Fred Fletcher Park,701-751 Washington St,Raleigh,"(Wake County, NC)",35.79295388,-78.64775419,Habitat
Mordecai - Birthplace of Andrew Johnson ,200-398 Cedar St,Raleigh,"(Wake County, NC)",35.793022,-78.632948,Gym
Old Breastworks ,1100-1108 Wake Forest Rd,Raleigh,"(Wake County, NC)",35.793896,-78.631507,Gym
Fountain ,23014 Bradford Green Square,Cary,"(Wake County, NC)",35.79421,-78.845415,Gym
Pilot Baptist Church ,1010 N Blount St,Raleigh,"(Wake County, NC)",35.794501,-78.63551,Gym
Black Creek Trail Marker (near James Jackson Ave),Black Creek Greenway,Cary,"(Wake County, NC)",35.795207,-78.801107,Gym
Prestonwood Clubhouse Fountain ,300 Prestonwood Pkwy,Cary,"(Wake County, NC)",35.795334,-78.835445,Gym
Lions Park ,1621-1625 Bennett St,Raleigh,"(Wake County, NC)",35.795788,-78.617553,Gym
Kite Statue 2 ,106 Marblecreek Ln,Cary,"(Wake County, NC)",35.795933,-78.850068,Gym
Thomas Brooks Park,9020-9098 NC-1600,Cary,"(Wake County, NC)",35.79628689,-78.89928102,Nest
Landmark Free Will Baptist Church ,9001 Chapel Hill Rd,Cary,"(Wake County, NC)",35.796361,-78.793827,Gym
Oberlin Cemetery ,1014 Oberlin Rd,Raleigh,"(Wake County, NC)",35.796766,-78.658816,Gym
Jehovah Witness ,522 Reedy Creek Rd,Cary,"(Wake County, NC)",35.796844,-78.766857,Gym
Lions Park Community Center ,520 Dennis Ave,Raleigh,"(Wake County, NC)",35.797199,-78.614279,Gym
Sun Fountain ,1009 Wade Ave,Raleigh,"(Wake County, NC)",35.797734,-78.658352,Gym
Boone's Cave Park,3426 Boones Cave Rd,Lexington,"(Davidson County, NC)",35.79814913,-80.46643674,Nest
Time Plus Light Tower ,1300 Capital Blvd,Raleigh,"(Wake County, NC)",35.798348,-78.638434,Gym
Incognito Gazebo ,1401-1485 St Marys St,Raleigh,"(Wake County, NC)",35.798541,-78.653149,Gym
The Brick Musician ,101 Black Creek Greenway,Cary,"(Wake County, NC)",35.798739,-78.795519,Gym
Greenway Underpass ,103 Black Creek Greenway,Cary,"(Wake County, NC)",35.79931,-78.794742,Gym
Giant Spikes ,128 Towerview Ct,Cary,"(Wake County, NC)",35.799734,-78.810206,Gym
Josephus Daniels -H39 ,1515 Glenwood Ave,Raleigh,"(Wake County, NC)",35.799748,-78.646284,Gym
Robert V Godbold Park,103 Black Creek Greenway,Cary,"(Wake County, NC)",35.79996782,-78.7921536,Nest
Jaycee Park ,2331-2379 Wade Ave,Raleigh,"(Wake County, NC)",35.800312,-78.662768,Gym
Circus Family Restaurant ,1600 Wake Forest Rd,Raleigh,"(Wake County, NC)",35.800321,-78.624963,Gym
Big Blue Water Tower ,920 N Harrison Ave,Cary,"(Wake County, NC)",35.800554,-78.782445,Gym
Hymettus Woods ,841-871 Dixie Trail,Raleigh,"(Wake County, NC)",35.801183,-78.676248,Gym
Robert V. Godbold Park ,Black Creek Greenway,Cary,"(Wake County, NC)",35.801302,-78.791436,Gym
SV Temple ,121 Balaji Pl,Cary,"(Wake County, NC)",35.801306,-78.805414,Gym
Black Creek Greenway Trailhead ,Black Creek Greenway,Cary,"(Wake County, NC)",35.801815,-78.79067,Gym
Deodar Cedar Tree Memorial ,1510 Cherokee Dr,Raleigh,"(Wake County, NC)",35.802058,-78.640121,Gym
Harrison Pointe ,101-149 NC-54,Cary,"(Wake County, NC)",35.802843,-78.782643,Gym
Preston Entrance ,100 Hogans Valley Way,Cary,"(Wake County, NC)",35.803435,-78.848379,Gym
Mother Mary ,3007 Leonard St,Raleigh,"(Wake County, NC)",35.803707,-78.675468,Gym
Five Points Mural ,1803 Glenwood Ave,Raleigh,"(Wake County, NC)",35.804769,-78.646488,Gym
Firehouse Mural ,270 Grande Heights Dr,Cary,"(Wake County, NC)",35.804818,-78.780607,Gym
Nofo's Piggy ,1811 Glenwood Ave,Raleigh,"(Wake County, NC)",35.805264,-78.646702,Gym
Fish Sculpture ,701 Georgetown Rd,Raleigh,"(Wake County, NC)",35.805666,-78.627464,Gym
North Carolina Library for the Blind ,1841 Capital Blvd,Raleigh,"(Wake County, NC)",35.805782,-78.618016,Gym
Modern Greyhound Station ,2210 Capital Blvd,Raleigh,"(Wake County, NC)",35.806227,-78.615663,Gym
Preston Village Bird House ,304-306 Preston Village Way,Cary,"(Wake County, NC)",35.806899,-78.856601,Gym
Park West Village ,2003 NW Cary Pkwy,Morrisville,"(Wake County, NC)",35.806914,-78.812471,Gym
White Memorial Presbyterian Church ,1740-1798 Oberlin Rd,Raleigh,"(Wake County, NC)",35.80721,-78.655564,Gym
Park West Fountain ,3300 Village Market Place,Morrisville,"(Wake County, NC)",35.807822,-78.819248,Gym
Ann and Jim Goodnight Museum Park (North Carolina Museum of Art -Blue Loop),Reedy Creek Trail,Raleigh,"(Wake County, NC)",35.80807746,-78.70010018,Nest
A Sculpture of Three Rings ,2009 Reaves Dr,Raleigh,"(Wake County, NC)",35.808486,-78.638097,Gym
Prestonwood Hole 14 Fountain ,611 Hogans Valley Way,Cary,"(Wake County, NC)",35.808738,-78.830542,Gym
Oak Hollow Community ,101-199 White Bluff Ln,Cary,"(Wake County, NC)",35.809571,-78.785686,Gym
Town of Cary Greenway System on Black Creek ,Black Creek Greenway,Cary,"(Wake County, NC)",35.8117,-78.787973,Gym
Gazebo Garden at Crosstimbers ,1333-1519 Golden Horseshoe Cir,Morrisville,"(Wake County, NC)",35.81329,-78.843912,Gym
Metal Maiden ,1597-1737 Golden Horseshoe Cir,Morrisville,"(Wake County, NC)",35.813668,-78.842945,Gym
Midnight Anchor ,2741-2783 McNeill St,Raleigh,"(Wake County, NC)",35.813834,-78.627605,Gym
Hatcher Grove Church ,3400 Davis Dr,Cary,"(Wake County, NC)",35.81411,-78.847675,Gym
Kiwanis Park ,2559 Noble Rd,Raleigh,"(Wake County, NC)",35.815111,-78.631045,Gym
Highland United Methodist Church ,1900 Ridge Rd,Raleigh,"(Wake County, NC)",35.816065,-78.682376,Gym
Triangulation ,2830 Capital Blvd,Raleigh,"(Wake County, NC)",35.817845,-78.596462,Gym
Dramatic Steel Sculpture ,800-824 E Six Forks Rd,Raleigh,"(Wake County, NC)",35.818261,-78.61987,Gym
Morrisville Square Clock Tower ,126 Morrisville Square Way,Morrisville,"(Wake County, NC)",35.819408,-78.828714,Gym
OLL Mary Statue ,2912 Anderson Dr,Raleigh,"(Wake County, NC)",35.819962,-78.634482,Gym
Veterans Freedom Park,1517 N Harrison Ave,Cary,"(Wake County, NC)",35.82077104,-78.77227306,Nest
Praying Mantis Sculpture ,3328-3330 White Oak Rd,Raleigh,"(Wake County, NC)",35.821289,-78.647062,Gym
Styrax Japonicus ,Indian Creek Greenway,Morrisville,"(Wake County, NC)",35.82237,-78.829853,Gym
Joe's Totem ,3000 Wake Forest Rd,Raleigh,"(Wake County, NC)",35.823319,-78.621479,Gym
Cedar Fork District Park ,601 Liberty Hill Pass,Morrisville,"(Wake County, NC)",35.824872,-78.822191,Gym
Lassiter Mills Dam Bridge ,3600 Lassiter Mill Rd,Raleigh,"(Wake County, NC)",35.825781,-78.649157,Gym
Given in Honor of Her Grandchildren ,129 Pasquotank Dr,Raleigh,"(Wake County, NC)",35.826172,-78.667392,Gym
Glen Eden Pilot Park,House Creek Greenway Trail,Raleigh,"(Wake County, NC)",35.82733019,-78.68382454,Nest
Hyatt Place Fountain ,1105 Navaho Dr,Raleigh,"(Wake County, NC)",35.828719,-78.621228,Gym
H3 - Isaac Hunter's Tavern ,3486 Wake Forest Rd,Raleigh,"(Wake County, NC)",35.829893,-78.618887,Gym
Marshall Memorial Park ,House Creek Greenway Trail,Raleigh,"(Wake County, NC)",35.830285,-78.680855,Gym
Dead Stingray Sculpture ,3700 Glenwood Ave,Raleigh,"(Wake County, NC)",35.831184,-78.666408,Gym
George Marshall Memorial Park ,House Creek Greenway Trail,Raleigh,"(Wake County, NC)",35.83347,-78.677617,Gym
Fountain At Glen Lake 1 ,4140 Parklake Ave,Raleigh,"(Wake County, NC)",35.835965,-78.688815,Gym
Multi Colored Fountain ,100-108 Park at N Hills St,Raleigh,"(Wake County, NC)",35.8362,-78.636702,Gym
The Wing Express ,1721 New Hope Church Rd,Raleigh,"(Wake County, NC)",35.8364,-78.609985,Gym
North Hills Cinema ,4150 Main at North Hills St,Raleigh,"(Wake County, NC)",35.836595,-78.642171,Gym
North Hills Shopping Center Fountain ,4350 Lassiter at North Hills Ave,Raleigh,"(Wake County, NC)",35.837653,-78.643618,Gym
Postal I.T. Gazebo ,1501-1543 Forest Ridge Rd,Raleigh,"(Wake County, NC)",35.837735,-78.612111,Gym
Buffaloe Cemetery ,1656-4098 Chowan Cir,Raleigh,"(Wake County, NC)",35.837941,-78.657489,Gym
Eastgate Park Gazebos ,4200 Quail Hollow Dr,Raleigh,"(Wake County, NC)",35.839274,-78.62401,Gym
Savannah Mural ,4299 Green Rd,Raleigh,"(Wake County, NC)",35.839437,-78.591611,Gym
Greenway bridge ,1816 Generation Dr,Raleigh,"(Wake County, NC)",35.839642,-78.663933,Gym
Red Monkey Biplane ,4315 Glenwood Ave,Raleigh,"(Wake County, NC)",35.839706,-78.678428,Gym
Flying Car ,4601 Crabtree Valley Ave,Raleigh,"(Wake County, NC)",35.840024,-78.680633,Gym
North Hills Time Capsule ,4421 Six Forks Rd,Raleigh,"(Wake County, NC)",35.84034,-78.643303,Gym
Steel Crabtree Sculpture ,4391-4471 US-70,Raleigh,"(Wake County, NC)",35.840881,-78.678926,Gym
GET MORE FREE ITEMS ,4611 Glenwood Ave,Raleigh,"(Wake County, NC)",35.84102325,-78.67989763,Gym
Lake Crabtree County Park,Old Beech Nature Trail,Morrisville,"(Wake County, NC)",35.84192592,-78.79625882,Habitat
Buddha Belly at Kanki ,1603 N Market Dr,Raleigh,"(Wake County, NC)",35.841969,-78.610362,Gym
Ironwood Trail - North ,1701-1799 North Hills Dr,Raleigh,"(Wake County, NC)",35.842496,-78.66234,Gym
Wake Chapel Church ,4535-4553 Bland Rd,Raleigh,"(Wake County, NC)",35.842968,-78.614764,Gym
The Old Crabtree Creek Abandoned Bridge ,4301 Creedmoor Rd,Raleigh,"(Wake County, NC)",35.844187,-78.687561,Gym
Northbrook County Club ,4905 North Hills Dr,Raleigh,"(Wake County, NC)",35.844635,-78.661441,Gym
Curiously Out of Place Weather ,4816 Six Forks Rd,Raleigh,"(Wake County, NC)",35.846128,-78.64373,Gym
Trinity Baptist Stain Glass ,4811-4813 Six Forks Rd,Raleigh,"(Wake County, NC)",35.846956,-78.644515,Gym
Raleigh Aikikai ,2210 E Millbrook Rd,Raleigh,"(Wake County, NC)",35.847087,-78.600652,Gym
Windemere Fountain ,2102 Ravenglass Pl,Raleigh,"(Wake County, NC)",35.849187,-78.674742,Gym
Little Girl Fountain ,Wyatt Brook Way,Raleigh,"(Wake County, NC)",35.849611,-78.607451,Gym
Atomic Girl ,1310 E Millbrook Rd,Raleigh,"(Wake County, NC)",35.850238,-78.615555,Gym
Church of Jesus Christ of Latter-Day Saints ,5060 Six Forks Rd,Raleigh,"(Wake County, NC)",35.850614,-78.64309,Gym
Scatter Memorials ,1519-1585 E Millbrook Rd,Raleigh,"(Wake County, NC)",35.850674,-78.609927,Gym
Inter-Dimensional Bike Ride ,1911 Sego Ct,Raleigh,"(Wake County, NC)",35.851344,-78.601582,Gym
Labyrinth at the Sacred Garden ,5829 Pointer Dr,Raleigh,"(Wake County, NC)",35.851613,-78.610514,Gym
Temple Beth Or ,5315 Creedmoor Rd,Raleigh,"(Wake County, NC)",35.855286,-78.681784,Gym
Elk Sculpture ,1601 W Millbrook Rd,Raleigh,"(Wake County, NC)",35.855703,-78.670091,Gym
North Raleigh Chapel ,5421 Six Forks Rd,Raleigh,"(Wake County, NC)",35.855807,-78.641814,Gym
Shelley Lake Lower Park Entrance ,900-998 W Millbrook Rd,Raleigh,"(Wake County, NC)",35.85585,-78.66136,Gym
Starbucks ,5550 Creedmoor Rd,Raleigh,"(Wake County, NC)",35.856886,-78.679668,Gym
Shellbrook Gazebo ,905 Shellbrook Court,Raleigh,"(Wake County, NC)",35.857461,-78.652612,Gym
Raleigh Racket Club ,5517 Falls of Neuse Rd,Raleigh,"(Wake County, NC)",35.858259,-78.616339,Gym
Sertoma Arts Center ,Greenway Trail,Raleigh,"(Wake County, NC)",35.858938,-78.664526,Gym
St. Raphael Church ,5801 Falls of Neuse Rd,Raleigh,"(Wake County, NC)",35.859118,-78.618288,Gym
Cedar Hills Rotary Park South Entrance ,6008 Cranberry Dr,Raleigh,"(Wake County, NC)",35.859182,-78.633259,Gym
Shelly Lake Dedication to Arch ,Greenway Trail,Raleigh,"(Wake County, NC)",35.85958,-78.66321,Gym
Dixon's Clogged Fountain ,5521 Dixon Dr,Raleigh,"(Wake County, NC)",35.859916,-78.64882,Gym
Huge Blue ,5711-5715 Six Forks Rd,Raleigh,"(Wake County, NC)",35.860035,-78.639046,Gym
321-373 Spring Forest Rd,321-373 Spring Forest Rd,Raleigh,"(Wake County, NC)",35.860757,-78.630598,Gym
Optimist Park ,5900 Whittier Dr,Raleigh,"(Wake County, NC)",35.862467,-78.643768,Gym
Wake County Shrine Club ,6099 Knollrock Dr,Raleigh,"(Wake County, NC)",35.862787,-78.672136,Gym
The Fox ,5946-5948 Whitebud Dr,Raleigh,"(Wake County, NC)",35.863814,-78.623824,Gym
Watermelon Shack ,1108 Logger Ct,Raleigh,"(Wake County, NC)",35.863939,-78.620314,Gym
Lake Park Swim Club Marlin ,6344 Rushingbrook Dr,Raleigh,"(Wake County, NC)",35.864198,-78.664619,Gym
Oogalah Boogalah ,700-864 Lynn Rd,Raleigh,"(Wake County, NC)",35.868795,-78.650557,Gym
Millbrook Exchange Park,1905 Spring Forest Rd,Raleigh,"(Wake County, NC)",35.86880381,-78.60677004,Nest
Millbrook Exchange Park,1905 Spring Forest Rd,Raleigh,"(Wake County, NC)",35.8695516,-78.6030759,Nest
Williams Park,1525 Lynn Rd,Raleigh,"(Wake County, NC)",35.87016052,-78.66545956,Nest
C. M. Herndon Park,553 Scott King Rd,Durham,"(Durham County, NC)",35.87750191,-78.93586367,Nest
Lake Lynn Community Center,7809 Sandy Bottom Way,Raleigh,"(Wake County, NC)",35.88735336,-78.69828342,Nest
UNC Finley Golf Club,100 Old Mason Farm Rd,Chapel Hill,"(Orange County, NC)",35.89671606,-79.02199745,Nest
North Carolina Botanical Garden,870 Laurel Hill Rd,Chapel Hill,"(Orange County, NC)",35.89908002,-79.03343439,Nest
Baileywick Road Park,Chander Dr,Raleigh,"(Wake County, NC)",35.90865682,-78.66824627,Habitat
Strickland Road Neighborhood Park,12804 Strickland Rd,Raleigh,"(Wake County, NC)",35.90950407,-78.71457338,Nest
Battle Park,Battle Branch Trail,Chapel Hill,"(Orange County, NC)",35.91434412,-79.0431869,Nest
Henry W. Baldwin Park,306-398 Broad St,Carrboro,"(Orange County, NC)",35.91483941,-79.06839967,Habitat
Umstead Park,Tanyard Branch Trail,Chapel Hill,"(Orange County, NC)",35.92115184,-79.06182826,Habitat
Woodcroft Swim & Tennis Club,1203 W Woodcroft Pkwy,Durham,"(Durham County, NC)",35.9212561,-78.95009279,Nest
Garrett Road Park,Third Fork Creek Trail,Durham,"(Durham County, NC)",35.92194249,-78.95983458,Nest
Main Street Park,300 Brown Cir,Rolesville,"(Wake County, NC)",35.92360195,-78.4610939,Nest
Community Park,265-299 Plant Rd,Chapel Hill,"(Orange County, NC)",35.92591298,-79.03329492,Nest
Southside Baptist Church ,2515 Bellemeade St,High Point,"(Guilford County, NC)",35.92714021,-79.98122921,Gym
Picnic Area ,555 E Springfield Rd,High Point,"(Guilford County, NC)",35.93214424,-79.98165836,Gym
God Is Love ,121 SW Cloverleaf Pl,High Point,"(Guilford County, NC)",35.9326,-79.9933,Gym
Mill Bridge Nature Park,426 Nature Park Dr,Wake Forest,"(Wake County, NC)",35.93345838,-78.48332841,Nest
Model Farm ,127-163 Model Farm Rd,High Point,"(Guilford County, NC)",35.9342,-79.9895,Gym
Iglesia Bautista Monte Sinai ,302 Burton Ave,High Point,"(Guilford County, NC)",35.9380008,-80.0291344,Gym
High Point Water Tower ,1702 Bradley PL,High Point,"(Guilford County, NC)",35.9391,-80.0252,Gym
Tailrace Trail,Pleasant Union Church Rd,Wake Forest,"(Wake County, NC)",35.94007309,-78.58213663,Nest
Oak Hill Friends Meeting ,423 North Ward Ave,High Point,"(Guilford County, NC)",35.9409,-80.0336,Gym
Bethesda Park,Bethesda Park Trail,Durham,"(Durham County, NC)",35.9440253,-78.84606063,Habitat
Happy Chef ,1677 Westchester Dr,High Point,"(Guilford County, NC)",35.9499,-80.0325,Gym
Green Street ,303 N Rotary Dr,High Point,"(Guilford County, NC)",35.95,-80.0231,Gym
Longs Memorial AME Zion Church ,515 Cook Rd,Durham,"(Durham County, NC)",35.950911,-78.911585,Gym
Guardians of the Gate ,322 W Russell Ave,High Point,"(Guilford County, NC)",35.951985,-80.010043,Gym
Lion And Lamb ,401 S Main St,High Point,"(Guilford County, NC)",35.952229,-80.004194,Gym
Sleeping Goddess ,315 S Elm St,High Point,"(Guilford County, NC)",35.952498,-80.005862,Gym
English Road Baptist Church ,1111-1119 W English Rd,High Point,"(Guilford County, NC)",35.952899,-80.017105,Gym
Christ's Community Church ,901 W English Rd,High Point,"(Guilford County, NC)",35.954228,-80.015333,Gym
Homestead Park,100 Northern Park Dr,Chapel Hill,"(Orange County, NC)",35.954717,-79.06332493,Habitat
Wesley Memorial United Methodist Church ,1103-1225 Chestnut Dr,High Point,"(Guilford County, NC)",35.955027,-80.029555,Gym
Coz Memorial Free Will Baptist Church ,1632 Riddle Rd,Durham,"(Durham County, NC)",35.955266,-78.893402,Gym
Guilford Technical ,722 W English Rd,High Point,"(Guilford County, NC)",35.955587,-80.013426,Gym
White & Black ,201 S Hamilton St,High Point,"(Guilford County, NC)",35.955724,-80.002398,Gym
Forbidden City Museum ,320 E Commerce Ave,High Point,"(Guilford County, NC)",35.955969,-80.001472,Gym
Ragan and Mills Building ,115 NC-1993,High Point,"(Guilford County, NC)",35.956703,-80.005254,Gym
Southern Boundaries Park ,3401-3459 3rd Fork Rd,Durham,"(Durham County, NC)",35.956827,-78.928093,Gym
White Rock Baptist Church ,1327 Timothy Ave,Durham,"(Durham County, NC)",35.957505,-78.910437,Gym
Tree Frog Mural ,205 Hayden Pl,High Point,"(Guilford County, NC)",35.958365,-80.007582,Gym
A High Point Hero ,200-208 North Main St,High Point,"(Guilford County, NC)",35.95886,-80.00651,Gym
Cedar Falls Park,467-507 State Rd 1733,Chapel Hill,"(Orange County, NC)",35.95961507,-79.03210402,Nest
Ebenezer Missionary Baptist Church ,2204 S Alston Ave,Durham,"(Durham County, NC)",35.960404,-78.885868,Gym
Mount Zion Baptist Church ,753 E Washington Dr,High Point,"(Guilford County, NC)",35.961111,-79.998065,Gym
Pearson Memorial African Methodist Episcopal Church ,835 E Washington Dr,High Point,"(Guilford County, NC)",35.962264,-79.994798,Gym
Campus Hills Picnic And Playground ,2000 S Alston Ave,Durham,"(Durham County, NC)",35.962485,-78.891132,Gym
Church Of Christ ,800 Elmira Ave,Durham,"(Durham County, NC)",35.962602,-78.900574,Gym
Elmira Avenue Park,Rocky Creek Trail,Durham,"(Durham County, NC)",35.96327106,-78.90399635,Habitat
Chest of Drawers ,508 N Hamilton St,High Point,"(Guilford County, NC)",35.963528,-80.008304,Gym
Bell-Yeager F.W.B. Church ,128 E Cornwallis Rd,Durham,"(Durham County, NC)",35.963871,-78.917553,Gym
Ray St Wall Mural ,788 N Main St,High Point,"(Guilford County, NC)",35.964388,-80.011029,Gym
Elmira Ave. Park ,Rocky Creek Trail,Durham,"(Durham County, NC)",35.96454,-78.903576,Gym
Greelman Mausoleum ,509-599 Steele St,High Point,"(Guilford County, NC)",35.964598,-80.006519,Gym
South Court Fountain ,3211 Shannon Rd,Durham,"(Durham County, NC)",35.964874,-78.954487,Gym
Kirkman with Lifted Hands ,512 Steele St,High Point,"(Guilford County, NC)",35.965098,-80.006311,Gym
Emerywood Baptist Church ,1300 Country Club Dr,High Point,"(Guilford County, NC)",35.9652,-80.0354,Gym
1300 Country Club Dr,1300 Country Club Dr,High Point,"(Guilford County, NC)",35.96529,-80.034965,Gym
United House of Prayer for all People ,102 Hoskins St,High Point,"(Guilford County, NC)",35.965581,-79.986252,Gym
Wrennn Welch the Lord is my Shepherd ,Oakwood Cemetery,High Point,"(Guilford County, NC)",35.966394,-80.008947,Gym
The Johnson Praying Memorial ,Oakwood Cemetery,High Point,"(Guilford County, NC)",35.96678,-80.007914,Gym
Family Statue ,Hillcrest Dr,High Point,"(Guilford County, NC)",35.966971,-80.015005,Gym
First Presbyterian Church ,918 N Main St,High Point,"(Guilford County, NC)",35.9673,-80.0133,Gym
Sandy Creek Park,Sandy Creek Trail,Durham,"(Durham County, NC)",35.96820768,-78.96820307,Habitat
Bernice Bienenstock Furniture Library ,1011 N Main St,High Point,"(Guilford County, NC)",35.9685,-80.015,Gym
Mount Calvary Church Plaque ,1715 Athens Ave,Durham,"(Durham County, NC)",35.968575,-78.891066,Gym
John Coltrane ,1010-1020 University Ave,High Point,"(Guilford County, NC)",35.969195,-79.996681,Gym
Epworth Church ,3002 NC-751,Durham,"(Durham County, NC)",35.969748,-78.932677,Gym
Mother Teresa ,1032 University Ave,High Point,"(Guilford County, NC)",35.969787,-79.995487,Gym
St. Mary's Episcopal Church ,108 W Farriss Ave,High Point,"(Guilford County, NC)",35.969897,-80.016032,Gym
NCCU Library ,700 Cecil St,Durham,"(Durham County, NC)",35.970005,-78.896069,Gym
H.M. Michaux Jr. Archway ,700 Cecil St,Durham,"(Durham County, NC)",35.971114,-78.896542,Gym
Jack and Donna Finch Fountain ,Extraordinary Way,High Point,"(Guilford County, NC)",35.971309,-79.99248,Gym
One Hell of a Band Mural ,1236 N Main St,High Point,"(Guilford County, NC)",35.971546,-80.01626,Gym
High Point University Fountain ,833 Montlieu Ave,High Point,"(Guilford County, NC)",35.971556,-79.994089,Gym
Priceless Flowers ,1313 N Main St,High Point,"(Guilford County, NC)",35.972128,-80.017069,Gym
George W. Newton Plaque ,1616 Cooper St,Durham,"(Durham County, NC)",35.972154,-78.881918,Gym
